precinct_id,cvap_18plus,hispanic_cvap,non_hispanic_cvap,white_cvap,black_cvap,asian_cvap,native_cvap,pacific_cvap,multiracial_cvap,white_cvap_pct,black_cvap_pct,hispanic_cvap_pct,asian_cvap_pct,native_cvap_pct,pacific_cvap_pct,multiracial_cvap_pct
SPARTANBURG - CHAPMAN HIGH SCHOOL,1982,64,1931,1480,245,162,12,0,0,74.67,12.36,3.23,8.17,0.61,0.00,0.00
SPARTANBURG - CHEROKEE SPRINGS FIRE STATION,2332,2,2339,1837,415,59,0,0,5,78.77,17.80,0.09,2.53,0.00,0.00,0.21
SPARTANBURG - CHESNEE ELEMENTARY,3491,151,3325,2930,297,26,8,0,13,83.93,8.51,4.33,0.74,0.23,0.00,0.37
SPARTANBURG - CHESTNUT LAKE,3079,214,2859,2329,511,40,0,0,0,75.64,16.60,6.95,1.30,0.00,0.00,0.00
SPARTANBURG - CLIFTON GLENDALE,1849,76,1778,1620,90,15,0,0,0,87.61,4.87,4.11,0.81,0.00,0.00,0.00
SPARTANBURG - CONVERSE,1355,168,1173,987,171,9,3,0,0,72.84,12.62,12.40,0.66,0.22,0.00,0.00
SPARTANBURG - CONVERSE FIRE STATION,1685,9,1675,1339,288,0,0,20,0,79.47,17.09,0.53,0.00,0.00,1.19,0.00
SPARTANBURG - COOLEY SPRINGS BAPTIST,3269,187,3071,2543,224,106,5,0,3,77.79,6.85,5.72,3.24,0.15,0.00,0.09
SPARTANBURG - CORNERSTONE BAPTIST,1709,24,1691,962,624,39,6,0,3,56.29,36.51,1.40,2.28,0.35,0.00,0.18
SPARTANBURG - COWPENS,2675,196,2479,2106,336,0,0,19,0,78.73,12.56,7.33,0.00,0.00,0.71,0.00
SPARTANBURG - CROFT BAPTIST,1101,99,1002,299,509,113,0,0,0,27.16,46.23,8.99,10.26,0.00,0.00,0.00
SPARTANBURG - CROSS ANCHOR FIRE STATION,1058,14,1056,878,136,5,0,0,0,82.99,12.85,1.32,0.47,0.00,0.00,0.00
SPARTANBURG - CUDD MEMORIAL,1894,163,1746,986,562,27,0,0,0,52.06,29.67,8.61,1.43,0.00,0.00,0.00
SPARTANBURG - D. R. HILL MIDDLE SCHOOL,3207,174,3010,2560,329,33,0,0,0,79.83,10.26,5.43,1.03,0.00,0.00,0.00
SPARTANBURG - DANIEL MORGAN TECHNOLOGY CENTER,1186,14,1170,1104,108,0,0,19,0,93.09,9.11,1.18,0.00,0.00,1.60,0.00
SPARTANBURG - DRAYTON,1937,67,1869,915,882,43,0,0,20,47.24,45.53,3.46,2.22,0.00,0.00,1.03
SPARTANBURG - DUNCAN UNITED METHODIST,2121,256,1856,1220,612,8,0,0,0,57.52,28.85,12.07,0.38,0.00,0.00,0.00
SPARTANBURG - E.P. TODD ELEMENTARY,3148,116,3030,1799,995,195,6,0,10,57.15,31.61,3.68,6.19,0.19,0.00,0.32
SPARTANBURG - EASTSIDE BAPTIST,1559,21,1542,1402,163,0,0,0,0,89.93,10.46,1.35,0.00,0.00,0.00,0.00
SPARTANBURG - ENOREE FIRST BAPTIST,1744,99,1643,1450,190,0,15,0,0,83.14,10.89,5.68,0.00,0.86,0.00,0.00
SPARTANBURG - ENOREE RIVER,1764,30,1728,1533,136,2,0,0,0,86.90,7.71,1.70,0.11,0.00,0.00,0.00
SPARTANBURG - FAIRFOREST ELEMENTARY,1671,69,1604,1269,191,108,6,0,4,75.94,11.43,4.13,6.46,0.36,0.00,0.24
SPARTANBURG - FAIRGROUNDS,3749,123,3631,1617,1913,25,7,0,25,43.13,51.03,3.28,0.67,0.19,0.00,0.67
SPARTANBURG - GABLE MIDDLE SCHOOL,3547,84,3469,3097,329,24,1,32,0,87.31,9.28,2.37,0.68,0.03,0.90,0.00
SPARTANBURG - GRAMLING METHODIST,2002,0,2006,1973,36,0,8,0,0,98.55,1.80,0.00,0.00,0.40,0.00,0.00
SPARTANBURG - GREATER ST. JAMES,3187,121,3052,2491,383,124,0,0,0,78.16,12.02,3.80,3.89,0.00,0.00,0.00
SPARTANBURG - HANGING ROCK,1945,135,1807,1471,323,26,0,0,0,75.63,16.61,6.94,1.34,0.00,0.00,0.00
SPARTANBURG - HAYNE,5060,665,4393,2053,2166,32,5,8,0,40.57,42.81,13.14,0.63,0.10,0.16,0.00
SPARTANBURG - HEARON CIRCLE,2487,75,2406,1251,1042,58,0,0,0,50.30,41.90,3.02,2.33,0.00,0.00,0.00
SPARTANBURG - HENDRIX ELEMENTARY,2567,139,2429,1895,416,35,0,0,0,73.82,16.21,5.41,1.36,0.00,0.00,0.00
SPARTANBURG - HOLLY SPRINGS BAPTIST,2251,20,2246,2073,98,0,0,0,0,92.09,4.35,0.89,0.00,0.00,0.00,0.00
SPARTANBURG - HOLLY SPRINGS MOTLOW,2519,22,2512,2319,109,0,0,0,0,92.06,4.33,0.87,0.00,0.00,0.00,0.00
SPARTANBURG - HOLY COMMUNION,3202,112,3057,970,2064,174,0,0,21,30.29,64.46,3.50,5.43,0.00,0.00,0.66
SPARTANBURG - HOPE,1411,260,1152,655,366,103,0,0,0,46.42,25.94,18.43,7.30,0.00,0.00,0.00
SPARTANBURG - INMAN,2102,68,2049,1570,260,172,12,0,0,74.69,12.37,3.24,8.18,0.57,0.00,0.00
SPARTANBURG - JESSE BOBO ELEMENTARY,2896,334,2560,1214,1228,102,0,0,22,41.92,42.40,11.53,3.52,0.00,0.00,0.76
SPARTANBURG - JESSE BOYD ELEMENTARY,1730,45,1677,981,498,3,0,0,0,56.71,28.79,2.60,0.17,0.00,0.00,0.00
SPARTANBURG - LAKE BOWEN BAPTIST,3503,152,3355,3101,142,29,0,0,0,88.52,4.05,4.34,0.83,0.00,0.00,0.00
SPARTANBURG - LAKE COOLEY,1862,76,1786,1414,213,121,7,0,5,75.94,11.44,4.08,6.50,0.38,0.00,0.27
SPARTANBURG - LANDRUM,2004,140,1893,1807,71,0,0,0,0,90.17,3.54,6.99,0.00,0.00,0.00,0.00
SPARTANBURG - LANDRUM HIGH SCHOOL,3243,122,3069,2981,53,8,0,0,0,91.92,1.63,3.76,0.25,0.00,0.00,0.00
SPARTANBURG - LANDRUM UNITED METHODIST,1665,117,1572,1501,59,0,0,0,0,90.15,3.54,7.03,0.00,0.00,0.00,0.00
SPARTANBURG - LYMAN,4519,271,4251,3224,850,154,7,0,41,71.34,18.81,6.00,3.41,0.15,0.00,0.91
SPARTANBURG - LYMAN ELEMENTARY,2382,93,2272,2084,164,3,7,0,0,87.49,6.88,3.90,0.13,0.29,0.00,0.00
SPARTANBURG - MAYO ELEMENTARY,2681,28,2656,2522,103,0,0,0,11,94.07,3.84,1.04,0.00,0.00,0.00,0.41
SPARTANBURG - MCCRACKEN MIDDLE SCHOOL,2214,29,2185,1796,301,66,0,0,0,81.12,13.60,1.31,2.98,0.00,0.00,0.00
SPARTANBURG - MIDDLE TYGER,2500,56,2447,1814,492,102,0,0,3,72.56,19.68,2.24,4.08,0.00,0.00,0.12
SPARTANBURG - MOORE DUNCAN,434,13,421,331,69,3,0,0,0,76.27,15.90,3.00,0.69,0.00,0.00,0.00
SPARTANBURG - MORNINGSIDE,2098,64,2024,1664,300,0,0,0,0,79.31,14.30,3.05,0.00,0.00,0.00,0.00
SPARTANBURG - MOTLOW CREEK BAPTIST,1433,15,1417,1282,51,11,4,0,0,89.46,3.56,1.05,0.77,0.28,0.00,0.00
SPARTANBURG - MT CALVARY PRESBYTERIAN,3757,156,3607,2871,616,65,8,0,0,76.42,16.40,4.15,1.73,0.21,0.00,0.00
SPARTANBURG - MT. MORIAH BAPTIST,2055,36,2015,580,1378,17,0,0,2,28.22,67.06,1.75,0.83,0.00,0.00,0.10
SPARTANBURG - NEW PROSPECT,3079,170,2905,2812,114,43,4,3,5,91.33,3.70,5.52,1.40,0.13,0.10,0.16
SPARTANBURG - OAKLAND ELEMENTARY,2385,132,2242,1886,202,60,6,0,0,79.08,8.47,5.53,2.52,0.25,0.00,0.00
SPARTANBURG - OLD BRIDGE,1147,9,1140,63,1050,0,0,0,0,5.49,91.54,0.78,0.00,0.00,0.00,0.00
SPARTANBURG - PACOLET ELEMENTARY SCHOOL,2742,53,2698,2226,304,8,0,0,4,81.18,11.09,1.93,0.29,0.00,0.00,0.15
SPARTANBURG - PALMETTO,1346,44,1301,958,306,0,0,0,0,71.17,22.73,3.27,0.00,0.00,0.00,0.00
SPARTANBURG - PAULINE GLENN SPRINGS ELEMENTARY,1712,0,1706,1599,40,35,3,0,0,93.40,2.34,0.00,2.04,0.18,0.00,0.00
SPARTANBURG - PEACH BLOSSOM,2410,94,2321,1782,472,51,7,0,0,73.94,19.59,3.90,2.12,0.29,0.00,0.00
SPARTANBURG - PELHAM FIRE STATION,2586,60,2542,2108,312,93,0,0,0,81.52,12.06,2.32,3.60,0.00,0.00,0.00
SPARTANBURG - POPLAR SPRINGS FIRE STATION,2598,198,2402,2015,340,29,0,0,0,77.56,13.09,7.62,1.12,0.00,0.00,0.00
SPARTANBURG - POWELL SAXON UNA,2968,359,2608,993,1474,39,0,0,35,33.46,49.66,12.10,1.31,0.00,0.00,1.18
SPARTANBURG - R.D. ANDERSON VOCATIONAL,1625,20,1596,1413,104,8,0,0,0,86.95,6.40,1.23,0.49,0.00,0.00,0.00
SPARTANBURG - RAINBOW,2429,105,2326,2149,99,20,0,0,0,88.47,4.08,4.32,0.82,0.00,0.00,0.00
SPARTANBURG - REIDVILLE ELEMENTARY,2680,149,2538,1983,159,3,0,0,118,73.99,5.93,5.56,0.11,0.00,0.00,4.40
SPARTANBURG - REIDVILLE FIRE STATION,2081,118,1959,1506,339,85,0,0,0,72.37,16.29,5.67,4.08,0.00,0.00,0.00
SPARTANBURG - RIVER RIDGE ELEMENTARY,1186,27,1160,861,234,49,0,0,2,72.60,19.73,2.28,4.13,0.00,0.00,0.17
SPARTANBURG - ROEBUCK BETHLEHEM,1643,59,1592,825,643,61,0,0,5,50.21,39.14,3.59,3.71,0.00,0.00,0.30
SPARTANBURG - ROEBUCK ELEMENTARY,3054,237,2831,1737,1110,8,0,0,0,56.88,36.35,7.76,0.26,0.00,0.00,0.00
SPARTANBURG - SHOALLY,2770,8,2757,1996,588,78,8,0,0,72.06,21.23,0.29,2.82,0.29,0.00,0.00
SPARTANBURG - SILVERHILL MEMORIAL UMC,1526,92,1435,608,774,16,0,0,1,39.84,50.72,6.03,1.05,0.00,0.00,0.07
SPARTANBURG - SOUTHPORT,1226,44,1174,729,395,12,0,2,0,59.46,32.22,3.59,0.98,0.00,0.16,0.00
SPARTANBURG - SPARTANGREEN,1506,89,1416,1014,350,19,0,0,0,67.33,23.24,5.91,1.26,0.00,0.00,0.00
SPARTANBURG - ST. JOHNS LUTHERAN,1304,29,1247,1209,30,10,0,0,0,92.71,2.30,2.22,0.77,0.00,0.00,0.00
SPARTANBURG - STARTEX FIRE STATION,1098,29,1066,598,417,0,0,0,0,54.46,37.98,2.64,0.00,0.00,0.00,0.00
SPARTANBURG - SWOFFORD CAREER CENTER,949,52,895,866,35,13,1,1,1,91.25,3.69,5.48,1.37,0.11,0.11,0.11
SPARTANBURG - TRAVELERS REST BAPTIST,2689,160,2527,1811,624,34,0,0,0,67.35,23.21,5.95,1.26,0.00,0.00,0.00
SPARTANBURG - TRINITY METHODIST,1996,35,1958,1751,153,2,2,0,1,87.73,7.67,1.75,0.10,0.10,0.00,0.05
SPARTANBURG - TRINITY PRESBYTERIAN,2412,111,2299,1486,546,56,0,0,0,61.61,22.64,4.60,2.32,0.00,0.00,0.00
SPARTANBURG - TWO MILE CREEK,4068,112,3954,3280,642,2,0,0,0,80.63,15.78,2.75,0.05,0.00,0.00,0.00
SPARTANBURG - TYGER RIVER,2521,142,2373,1824,410,102,0,0,0,72.35,16.26,5.63,4.05,0.00,0.00,0.00
SPARTANBURG - VALLEY FALLS,3118,181,2936,2067,630,191,3,0,0,66.29,20.21,5.81,6.13,0.10,0.00,0.00
SPARTANBURG - VICTOR MILL METHODIST,2305,270,2034,1488,506,0,0,0,0,64.56,21.95,11.71,0.00,0.00,0.00,0.00
SPARTANBURG - WADE HAMPTON,1538,57,1481,703,778,0,0,0,0,45.71,50.59,3.71,0.00,0.00,0.00,0.00
SPARTANBURG - WELLFORD,3150,219,2942,1817,998,49,5,0,9,57.68,31.68,6.95,1.56,0.16,0.00,0.29
SPARTANBURG - WEST VIEW ELEMENTARY,1889,120,1781,1499,225,77,0,0,0,79.35,11.91,6.35,4.08,0.00,0.00,0.00
SPARTANBURG - WHITLOCK JR. HIGH,2081,53,2027,1369,564,57,0,0,0,65.79,27.10,2.55,2.74,0.00,0.00,0.00
SPARTANBURG - WILLOW CREEK,1866,104,1766,1380,110,2,0,0,82,73.95,5.89,5.57,0.11,0.00,0.00,4.39
SPARTANBURG - WOODLAND HEIGHTS RECREATION CENTER,2544,155,2390,1204,1035,56,0,0,12,47.33,40.68,6.09,2.20,0.00,0.00,0.47
SPARTANBURG - WOODRUFF LEISURE CENTER,1867,151,1727,1524,191,0,0,0,0,81.63,10.23,8.09,0.00,0.00,0.00,0.00
SUMTER - BATES,444,6,441,4,423,0,0,2,14,0.90,95.27,1.35,0.00,0.00,0.45,3.15
SUMTER - BIRNIE,1005,7,999,80,910,0,0,0,2,7.96,90.55,0.70,0.00,0.00,0.00,0.20
SUMTER - BURNS-DOWNS,701,102,616,407,234,5,0,0,0,58.06,33.38,14.55,0.71,0.00,0.00,0.00
SUMTER - CAUSEWAY BRANCH 1,1664,3,1664,1054,378,193,0,0,0,63.34,22.72,0.18,11.60,0.00,0.00,0.00
SUMTER - CAUSEWAY BRANCH 2,1000,42,947,653,207,41,9,0,0,65.30,20.70,4.20,4.10,0.90,0.00,0.00
SUMTER - CHERRYVALE,1152,0,1145,330,748,0,0,0,0,28.65,64.93,0.00,0.00,0.00,0.00,0.00
SUMTER - CROSSWELL,1766,43,1720,220,1466,0,0,0,0,12.46,83.01,2.43,0.00,0.00,0.00,0.00
SUMTER - DALZELL 1,2167,43,2117,1285,683,51,0,0,1,59.30,31.52,1.98,2.35,0.00,0.00,0.05
SUMTER - DALZELL 2,1650,52,1599,798,667,15,0,0,0,48.36,40.42,3.15,0.91,0.00,0.00,0.00
SUMTER - DELAINE,1225,21,1207,313,854,1,0,0,0,25.55,69.71,1.71,0.08,0.00,0.00,0.00
SUMTER - EBENEZER 1,1350,27,1322,559,723,19,0,0,0,41.41,53.56,2.00,1.41,0.00,0.00,0.00
SUMTER - EBENEZER 2,2538,41,2487,946,1489,12,11,0,0,37.27,58.67,1.62,0.47,0.43,0.00,0.00
SUMTER - FOLSOM PARK,2170,11,2153,819,1406,17,0,0,0,37.74,64.79,0.51,0.78,0.00,0.00,0.00
SUMTER - FURMAN,1836,4,1837,1568,241,6,0,0,13,85.40,13.13,0.22,0.33,0.00,0.00,0.71
SUMTER - GREEN SWAMP 1,3900,278,3630,2182,1162,139,0,4,25,55.95,29.79,7.13,3.56,0.00,0.10,0.64
SUMTER - GREEN SWAMP 2,1212,29,1189,1055,103,5,0,0,2,87.05,8.50,2.39,0.41,0.00,0.00,0.17
SUMTER - HAMPTON PARK,700,19,684,464,220,0,0,0,0,66.29,31.43,2.71,0.00,0.00,0.00,0.00
SUMTER - HILLCREST,988,38,948,595,343,0,0,0,0,60.22,34.72,3.85,0.00,0.00,0.00,0.00
SUMTER - HORATIO,413,0,413,73,323,0,0,0,0,17.68,78.21,0.00,0.00,0.00,0.00,0.00
SUMTER - LEMIRA,1128,2,1129,224,892,0,0,0,0,19.86,79.08,0.18,0.00,0.00,0.00,0.00
SUMTER - LORING,1189,44,1145,226,865,0,6,0,0,19.01,72.75,3.70,0.00,0.50,0.00,0.00
SUMTER - MAGNOLIA-HARMONY,930,0,936,104,798,0,0,0,0,11.18,85.81,0.00,0.00,0.00,0.00,0.00
SUMTER - MANCHESTER FOREST,2213,17,2193,1099,1052,0,11,0,0,49.66,47.54,0.77,0.00,0.50,0.00,0.00
SUMTER - MAYESVILLE,527,0,527,107,413,0,0,0,0,20.30,78.37,0.00,0.00,0.00,0.00,0.00
SUMTER - MAYEWOOD,1958,26,1927,969,946,0,0,0,0,49.49,48.31,1.33,0.00,0.00,0.00,0.00
SUMTER - MCCRAYS MILL 1,1713,6,1709,858,735,86,0,0,0,50.09,42.91,0.35,5.02,0.00,0.00,0.00
SUMTER - MCCRAYS MILL 2,1649,3,1647,1040,516,34,0,0,0,63.07,31.29,0.18,2.06,0.00,0.00,0.00
SUMTER - MILLWOOD,661,100,584,368,133,3,10,0,0,55.67,20.12,15.13,0.45,1.51,0.00,0.00
SUMTER - MORRIS COLLEGE,1510,110,1411,274,983,0,0,0,9,18.15,65.10,7.28,0.00,0.00,0.00,0.60
SUMTER - MULBERRY,1183,0,1175,428,738,0,0,0,0,36.18,62.38,0.00,0.00,0.00,0.00,0.00
SUMTER - OAKLAND PLANT 1,1507,117,1389,814,438,42,0,0,0,54.01,29.06,7.76,2.79,0.00,0.00,0.00
SUMTER - OAKLAND PLANT 2,1312,125,1187,836,230,29,17,0,0,63.72,17.53,9.53,2.21,1.30,0.00,0.00
SUMTER - OSWEGO,941,0,949,622,309,0,0,7,0,66.10,32.84,0.00,0.00,0.00,0.74,0.00
SUMTER - PALMETTO PARK,1688,140,1532,810,534,119,0,0,0,47.99,31.64,8.29,7.05,0.00,0.00,0.00
SUMTER - PINEWOOD,2175,33,2139,1264,828,4,0,0,8,58.11,38.07,1.52,0.18,0.00,0.00,0.37
SUMTER - POCOTALIGO 1,2895,0,2895,1435,1101,0,0,72,5,49.57,38.03,0.00,0.00,0.00,2.49,0.17
SUMTER - POCOTALIGO 2,1111,0,1111,495,604,0,0,0,0,44.55,54.37,0.00,0.00,0.00,0.00,0.00
SUMTER - PRIVATEER,2448,67,2382,1525,729,58,0,0,0,62.30,29.78,2.74,2.37,0.00,0.00,0.00
SUMTER - REMBERT,2477,7,2469,482,1919,0,0,40,0,19.46,77.47,0.28,0.00,0.00,1.61,0.00
SUMTER - SALEM,359,6,353,61,254,0,0,0,0,16.99,70.75,1.67,0.00,0.00,0.00,0.00
SUMTER - SALTERSTOWN,847,4,851,579,281,0,0,0,0,68.36,33.18,0.47,0.00,0.00,0.00,0.00
SUMTER - SAVAGE-GLOVER,269,0,269,8,241,0,0,4,13,2.97,89.59,0.00,0.00,0.00,1.49,4.83
SUMTER - SECOND MILL,1293,14,1279,1191,90,1,0,0,0,92.11,6.96,1.08,0.08,0.00,0.00,0.00
SUMTER - SHAW,1418,238,1171,827,257,30,0,13,22,58.32,18.12,16.78,2.12,0.00,0.92,1.55
SUMTER - SOUTH LIBERTY,685,10,670,171,494,0,0,0,4,24.96,72.12,1.46,0.00,0.00,0.00,0.58
SUMTER - SOUTH RED BAY,818,146,673,11,661,0,0,0,0,1.34,80.81,17.85,0.00,0.00,0.00,0.00
SUMTER - SPECTRUM,1185,23,1158,468,668,0,0,8,0,39.49,56.37,1.94,0.00,0.00,0.68,0.00
SUMTER - ST. JOHN,1237,3,1234,441,794,0,0,0,0,35.65,64.19,0.24,0.00,0.00,0.00,0.00
SUMTER - ST. PAUL,2042,84,1964,879,865,75,0,0,0,43.05,42.36,4.11,3.67,0.00,0.00,0.00
SUMTER - STONE HILL,700,0,691,12,685,0,0,0,0,1.71,97.86,0.00,0.00,0.00,0.00,0.00
SUMTER - SUMTER HIGH 1,704,16,681,378,227,15,0,0,0,53.69,32.24,2.27,2.13,0.00,0.00,0.00
SUMTER - SUMTER HIGH 2,1291,3,1285,642,623,23,0,0,0,49.73,48.26,0.23,1.78,0.00,0.00,0.00
SUMTER - SUNSET,1527,16,1515,922,582,0,0,24,0,60.38,38.11,1.05,0.00,0.00,1.57,0.00
SUMTER - SWAN LAKE,994,15,974,654,251,4,9,0,0,65.79,25.25,1.51,0.40,0.91,0.00,0.00
SUMTER - THOMAS SUMTER,873,56,822,219,536,41,0,0,0,25.09,61.40,6.41,4.70,0.00,0.00,0.00
SUMTER - TURKEY CREEK,1046,16,1036,452,567,0,14,0,0,43.21,54.21,1.53,0.00,1.34,0.00,0.00
SUMTER - WILDER,521,1,518,66,453,0,0,0,0,12.67,86.95,0.19,0.00,0.00,0.00,0.00
SUMTER - WILSON HALL,1797,103,1687,1260,384,17,0,0,12,70.12,21.37,5.73,0.95,0.00,0.00,0.67
UNION - ADAMSBURG,681,0,680,593,37,0,2,0,0,87.08,5.43,0.00,0.00,0.29,0.00,0.00
UNION - BLACK ROCK,305,0,302,100,231,0,0,0,2,32.79,75.74,0.00,0.00,0.00,0.00,0.66
UNION - BONHAM,1034,2,1037,700,346,0,0,0,0,67.70,33.46,0.19,0.00,0.00,0.00,0.00
UNION - BUFFALO BOX 1,1518,2,1518,1353,62,1,0,0,5,89.13,4.08,0.13,0.07,0.00,0.00,0.33
UNION - CARLISLE,585,0,585,109,463,9,0,4,0,18.63,79.15,0.00,1.54,0.00,0.68,0.00
UNION - CROSS KEYS,1107,2,1109,766,162,0,0,0,8,69.20,14.63,0.18,0.00,0.00,0.00,0.72
UNION - EXCELSIOR,1668,0,1672,1321,287,0,1,0,0,79.20,17.21,0.00,0.00,0.06,0.00,0.00
UNION - JONESVILLE BOX 1,1185,38,1139,1038,74,0,0,0,0,87.59,6.24,3.21,0.00,0.00,0.00,0.00
UNION - JONESVILLE BOX 2,1397,7,1390,1053,293,0,44,0,0,75.38,20.97,0.50,0.00,3.15,0.00,0.00
UNION - KELTON,996,18,984,699,170,0,0,0,0,70.18,17.07,1.81,0.00,0.00,0.00,0.00
UNION - LOCKHART,1140,0,1140,869,134,0,0,0,0,76.23,11.75,0.00,0.00,0.00,0.00,0.00
UNION - MONARCH BOX 1,1873,0,1874,1201,408,6,27,0,0,64.12,21.78,0.00,0.32,1.44,0.00,0.00
UNION - PUTNAM,912,2,908,764,47,0,0,0,21,83.77,5.15,0.22,0.00,0.00,0.00,2.30
UNION - SANTUCK,749,4,745,288,398,0,0,0,19,38.45,53.14,0.53,0.00,0.00,0.00,2.54
UNION - UNION WARD 1 BOX 1,825,8,816,531,323,0,0,0,0,64.36,39.15,0.97,0.00,0.00,0.00,0.00
UNION - UNION WARD 1 BOX 2,1664,40,1634,878,906,0,0,0,0,52.76,54.45,2.40,0.00,0.00,0.00,0.00
UNION - UNION WARD 2,1044,14,1019,432,479,0,0,0,0,41.38,45.88,1.34,0.00,0.00,0.00,0.00
UNION - UNION WARD 3,669,0,666,315,349,0,0,0,0,47.09,52.17,0.00,0.00,0.00,0.00,0.00
UNION - UNION WARD 4 BOX 1,937,15,916,637,256,5,0,0,29,67.98,27.32,1.60,0.53,0.00,0.00,3.09
UNION - UNION WARD 4 BOX 2,493,9,486,198,274,0,0,0,0,40.16,55.58,1.83,0.00,0.00,0.00,0.00
UNION - WEST SPRINGS,267,0,268,193,66,0,0,0,0,72.28,24.72,0.00,0.00,0.00,0.00,0.00
WILLIAMSBURG - BLACK RIVER,360,13,320,165,134,0,0,0,0,45.83,37.22,3.61,0.00,0.00,0.00,0.00
WILLIAMSBURG - BLOOMINGVALE,721,0,722,388,323,0,0,0,0,53.81,44.80,0.00,0.00,0.00,0.00,0.00
WILLIAMSBURG - CADES,633,0,630,260,340,0,0,0,0,41.07,53.71,0.00,0.00,0.00,0.00,0.00
WILLIAMSBURG - CEDAR SWAMP,332,0,331,139,168,0,0,0,0,41.87,50.60,0.00,0.00,0.00,0.00,0.00
WILLIAMSBURG - CENTRAL,819,0,818,199,614,0,0,0,0,24.30,74.97,0.00,0.00,0.00,0.00,0.00
WILLIAMSBURG - EARLES,745,0,741,472,266,0,0,0,0,63.36,35.70,0.00,0.00,0.00,0.00,0.00
WILLIAMSBURG - GREELEYVILLE,1329,9,1319,216,1076,0,0,0,4,16.25,80.96,0.68,0.00,0.00,0.00,0.30
WILLIAMSBURG - HARMONY,342,0,346,212,133,0,0,0,0,61.99,38.89,0.00,0.00,0.00,0.00,0.00
WILLIAMSBURG - HEBRON,468,12,460,405,49,3,0,0,0,86.54,10.47,2.56,0.64,0.00,0.00,0.00
WILLIAMSBURG - HEMINGWAY,1527,56,1475,517,974,0,0,0,0,33.86,63.79,3.67,0.00,0.00,0.00,0.00
WILLIAMSBURG - HENRY-POPLAR HILL,501,0,500,268,229,0,0,0,0,53.49,45.71,0.00,0.00,0.00,0.00,0.00
WILLIAMSBURG - INDIANTOWN,1190,0,1190,434,758,0,0,0,0,36.47,63.70,0.00,0.00,0.00,0.00,0.00
WILLIAMSBURG - KINGSTREE NO. 1,2912,0,2912,1401,1492,4,15,0,0,48.11,51.24,0.00,0.14,0.52,0.00,0.00
WILLIAMSBURG - KINGSTREE NO. 2,1118,0,1115,88,990,0,0,0,0,7.87,88.55,0.00,0.00,0.00,0.00,0.00
WILLIAMSBURG - KINGSTREE NO. 3,2110,0,2116,155,1953,0,0,4,0,7.35,92.56,0.00,0.00,0.00,0.19,0.00
WILLIAMSBURG - KINGSTREE NO. 4,1214,0,1214,331,912,0,0,0,0,27.27,75.12,0.00,0.00,0.00,0.00,0.00
WILLIAMSBURG - LANE,1113,3,1111,71,1010,0,0,0,4,6.38,90.75,0.27,0.00,0.00,0.00,0.36
WILLIAMSBURG - MORRISVILLE,279,0,275,19,270,0,0,0,0,6.81,96.77,0.00,0.00,0.00,0.00,0.00
WILLIAMSBURG - MOUNT VERNON,715,21,695,206,487,0,0,0,0,28.81,68.11,2.94,0.00,0.00,0.00,0.00
WILLIAMSBURG - MUDDY CREEK,643,0,638,554,68,0,0,0,0,86.16,10.58,0.00,0.00,0.00,0.00,0.00
WILLIAMSBURG - NESMITH,390,0,390,7,382,0,0,0,0,1.79,97.95,0.00,0.00,0.00,0.00,0.00
WILLIAMSBURG - PERGAMOS,231,0,228,149,76,2,0,0,0,64.50,32.90,0.00,0.87,0.00,0.00,0.00
WILLIAMSBURG - PINEY FOREST,580,0,584,545,11,0,0,0,0,93.97,1.90,0.00,0.00,0.00,0.00,0.00
WILLIAMSBURG - SALTERS,1870,119,1751,273,1445,0,25,0,0,14.60,77.27,6.36,0.00,1.34,0.00,0.00
WILLIAMSBURG - SANDY BAY,380,53,353,300,72,0,0,0,0,78.95,18.95,13.95,0.00,0.00,0.00,0.00
WILLIAMSBURG - SINGLETARY,257,0,260,62,199,0,0,0,0,24.12,77.43,0.00,0.00,0.00,0.00,0.00
WILLIAMSBURG - SUTTONS,287,0,286,128,77,0,0,0,0,44.60,26.83,0.00,0.00,0.00,0.00,0.00
WILLIAMSBURG - TRIO,823,2,821,86,770,37,0,0,0,10.45,93.56,0.24,4.50,0.00,0.00,0.00
YORK - ADNAH,1085,2,1078,812,225,0,0,0,0,74.84,20.74,0.18,0.00,0.00,0.00,0.00
YORK - AIRPORT,2056,346,1718,1159,481,33,19,0,0,56.37,23.39,16.83,1.61,0.92,0.00,0.00
YORK - ALLISON CREEK,1064,6,1070,962,74,7,0,0,4,90.41,6.95,0.56,0.66,0.00,0.00,0.38
YORK - ANDERSON ROAD,2361,30,2330,1195,1001,3,0,0,0,50.61,42.40,1.27,0.13,0.00,0.00,0.00
YORK - BAXTER,1672,83,1596,1540,32,9,0,0,0,92.11,1.91,4.96,0.54,0.00,0.00,0.00
YORK - BETHANY,2690,49,2634,2525,60,8,15,0,2,93.87,2.23,1.82,0.30,0.56,0.00,0.07
YORK - BETHEL,1417,51,1364,1295,27,0,6,0,0,91.39,1.91,3.60,0.00,0.42,0.00,0.00
YORK - BETHEL SCHOOL,1986,161,1815,1540,168,78,0,0,1,77.54,8.46,8.11,3.93,0.00,0.00,0.05
YORK - BOWLING GREEN,1479,0,1479,1113,336,0,0,4,0,75.25,22.72,0.00,0.00,0.00,0.27,0.00
YORK - BULLOCKS CREEK,650,4,638,446,81,0,0,0,0,68.62,12.46,0.62,0.00,0.00,0.00,0.00
